ParentPath,FileName,FileSize
.,$Recycle.Bin,
.,inetpub,
.,PerfLogs,
.,Program Files,
.,Program Files (x86),
.,ProgramData,
.,Users,
.,Windows,
.,bootmgr,384322
.,BOOTNXT,1
.\inetpub,custerr,
.\inetpub,history,
.\inetpub,logs,
.\inetpub,temp,
.\inetpub,wwwroot,
.\inetpub\custerr,en-US,
.\Windows\SysWOW64,PlayToDevice.dll,343040
.\Windows\SysWOW64,PlayToManager.dll,400384
.\Windows\SysWOW64,playtomenu.dll,140288
.\Windows\SysWOW64,PlayToReceiver.dll,220672
.\Windows\SysWOW64,PlayToStatusProvider.dll,30720
.\Windows\SysWOW64,pngfilt.dll,59904
.\Windows\SysWOW64,policymanager.dll,248480
.\Windows\SysWOW64,polstore.dll,290816
.\Windows\SysWOW64,poqexec.exe,120320
.\Windows\SysWOW64,PortableDeviceApi.dll,522752
.\Windows\SysWOW64,PortableDeviceClassExtension.dll,114688
.\Windows\SysWOW64,PortableDeviceConnectApi.dll,59392
.\Windows\SysWOW64,PortableDeviceStatus.dll,430592
.\Windows\SysWOW64,PortableDeviceSyncProvider.dll,135168
.\Windows\SysWOW64,PortableDeviceTypes.dll,154624
.\Windows\SysWOW64,PortableDeviceWiaCompat.dll,134656
.\Windows\SysWOW64,POSyncServices.dll,57344
.\Windows\SysWOW64,pots.dll,32256
.\Windows\SysWOW64,powercfg.cpl,204800
.\Windows\SysWOW64,powercfg.exe,76800
.\Windows\SysWOW64,powercpl.dll,476160
.\Windows\SysWOW64,powrprof.dll,275832
.\Windows\SysWOW64,PresentationHost.exe,244736
.\Windows\SysWOW64,PresentationHostProxy.dll,50688
.\Windows\SysWOW64,prevhost.exe,24576
.\Windows\SysWOW64,prflbmsg.dll,14336
.\Windows\SysWOW64,print.exe,14848
.\Windows\SysWOW64,PrintDialogs.dll,525824
.\Windows\SysWOW64,PrintPlatformConfig.dll,51712
.\Windows\SysWOW64,printui.dll,1082880
.\Windows\SysWOW64,printui.exe,62464
.\Windows\SysWOW64,prncache.dll,136704
.\Windows\SysWOW64,prnfldr.dll,477696
.\Windows\SysWOW64,prnntfy.dll,226816
.\Windows\SysWOW64,prntvpt.dll,134144
.\Windows\SysWOW64,profapi.dll,54752
.\Windows\SysWOW64,profext.dll,57856
.\Windows\SysWOW64,propsys.dll,1375456
.\Windows\SysWOW64,proquota.exe,31232
.\Windows\SysWOW64,provthrd.dll,227328
.\Windows\SysWOW64,ProximityCommon.dll,123904
.\Windows\SysWOW64,ProximityCommonPal.dll,14336
.\Windows\SysWOW64,ProximityRtapiPal.dll,11776
.\Windows\SysWOW64,prvdmofcomp.dll,63488
.\Windows\SysWOW64,psapi.dll,17048
.\Windows\SysWOW64,pscript.sep,51
.\Windows\SysWOW64,PSHED.DLL,59744
.\Windows\SysWOW64,psisdecd.dll,501248
.\Windows\SysWOW64,psisrndr.ax,88064
.\Windows\SysWOW64,PSModuleDiscoveryProvider.dll,39424
.\Windows\SysWOW64,psr.exe,566272
.\Windows\SysWOW64,pstorec.dll,14336
.\Windows\SysWOW64,puiapi.dll,175104
.\Windows\SysWOW64,puiobj.dll,368128
.\Windows\SysWOW64,pwrshplugin.dll,71168
.\Windows\SysWOW64,qappsrv.exe,20992
.\Windows\SysWOW64,qasf.dll,139264
.\Windows\SysWOW64,qcap.dll,224256
.\Windows\SysWOW64,qdv.dll,300544
.\Windows\SysWOW64,qdvd.dll,575488
.\Windows\SysWOW64,qedit.dll,577024
.\Windows\SysWOW64,qedwipes.dll,733696
.\Windows\SysWOW64,qprocess.exe,24576
.\Windows\SysWOW64,quartz.dll,1564160
.\Windows\SysWOW64,Query.dll,79360
.\Windows\SysWOW64,query.exe,14848
.\Windows\SysWOW64,quser.exe,21504
.\Windows\SysWOW64,qwave.dll,234496
.\Windows\SysWOW64,qwinsta.exe,25088
.\Windows\SysWOW64,RacEngn.dll,28160
.\Windows\SysWOW64,radardt.dll,92160
.\Windows\SysWOW64,radarrs.dll,64000
.\Windows\SysWOW64,RADCUI.dll,298496
.\Windows\SysWOW64,rasadhlp.dll,13312
.\Windows\SysWOW64,rasapi32.dll,565248
.\Windows\SysWOW64,rasautou.exe,15872
.\Windows\SysWOW64,raschap.dll,118784
.\Windows\SysWOW64,raschapext.dll,264704
.\Windows\SysWOW64,rasctrnm.h,1820
.\Windows\SysWOW64,rasctrs.dll,19968
.\Windows\SysWOW64,rasdiag.dll,61952
.\Windows\SysWOW64,rasdial.exe,18432
.\Windows\SysWOW64,rasdlg.dll,792576
.\Windows\SysWOW64,rasgcw.dll,850432
.\Windows\SysWOW64,rasman.dll,86016
.\Windows\SysWOW64,rasmontr.dll,301568
.\Windows\SysWOW64,rasphone.exe,32256
.\Windows\SysWOW64,rasplap.dll,400896
.\Windows\SysWOW64,rasppp.dll,291840
.\Windows\SysWOW64,rassfm.dll,21504
.\Windows\SysWOW64,rastapi.dll,235008
.\Windows\SysWOW64,rastls.dll,450560
.\Windows\SysWOW64,rastlsext.dll,334848
.\Windows\SysWOW64,rasuser.dll,188928
.\Windows\SysWOW64,RdmsInst.dll,20480
.\Windows\SysWOW64,rdmsres.dll,2560
.\Windows\SysWOW64,rdpcore.dll,2748416
.\Windows\SysWOW64,rdpencom.dll,318976
.\Windows\SysWOW64,rdpendp.dll,268552
.\Windows\SysWOW64,rdpinit.exe,276992
.\Windows\SysWOW64,RdpSa.exe,39424
.\Windows\SysWOW64,RdpSaProxy.exe,23552
.\Windows\SysWOW64,RdpSaPs.dll,11776
.\Windows\SysWOW64,RdpSaUacHelper.exe,23040
.\Windows\SysWOW64,rdpshell.exe,352768
.\Windows\SysWOW64,rdpsign.exe,77312
.\Windows\SysWOW64,rdrleakdiag.exe,41984
.\Windows\SysWOW64,rdvgocl32.dll,186368
.\Windows\SysWOW64,rdvgogl32.dll,679936
.\Windows\SysWOW64,rdvgu1132.dll,158208
.\Windows\SysWOW64,rdvgumd32.dll,99840
.\Windows\SysWOW64,rdvvmtransport.dll,67584
.\Windows\SysWOW64,ReAgent.dll,965472
.\Windows\SysWOW64,ReAgentc.exe,30720
.\Windows\SysWOW64,recover.exe,12800
.\Windows\SysWOW64,reg.exe,59904
.\Windows\SysWOW64,regapi.dll,84480
.\Windows\SysWOW64,RegCtrl.dll,43520
.\Windows\SysWOW64,regedit.exe,300544
.\Windows\SysWOW64,regedt32.exe,10752
.\Windows\SysWOW64,regini.exe,41984
.\Windows\SysWOW64,Register-CimProvider.exe,20992
.\Windows\SysWOW64,regsvr32.exe,20480
.\Windows\SysWOW64,ReInfo.dll,165376
.\Windows\SysWOW64,rekeywiz.exe,112640
.\Windows\SysWOW64,relog.exe,39424
.\Windows\SysWOW64,remoteaudioendpoint.dll,76984
.\Windows\SysWOW64,RemoteNaturalLanguage.dll,747008
.\Windows\SysWOW64,remotepg.dll,199680
.\Windows\SysWOW64,remotesp.tsp,88064
.\Windows\SysWOW64,RemoveDeviceContextHandler.dll,57856
.\Windows\SysWOW64,RemoveDeviceElevated.dll,10752
.\Windows\SysWOW64,replace.exe,19456
.\Windows\SysWOW64,RESAMPLEDMO.DLL,232904
.\Windows\SysWOW64,reset.exe,15360
.\Windows\SysWOW64,resmon.exe,109056
.\Windows\SysWOW64,ResourcePolicyClient.dll,80016
.\Windows\SysWOW64,RestartManager.mof,714
.\Windows\SysWOW64,RestartManagerUninstall.mof,176
.\Windows\SysWOW64,resutils.dll,298496
.\Windows\SysWOW64,rfxvmt.dll,32768
.\Windows\SysWOW64,rgb9rast.dll,159232
.\Windows\SysWOW64,Ribbons.scr,137728
.\Windows\SysWOW64,riched20.dll,515072
.\Windows\SysWOW64,riched32.dll,8192
.\Windows\SysWOW64,RMActivate.exe,546304
.\Windows\SysWOW64,RMActivate_isv.exe,565248
.\Windows\SysWOW64,RMActivate_ssp.exe,484864
.\Windows\SysWOW64,RMActivate_ssp_isv.exe,485376
.\Windows\SysWOW64,rmclient.dll,84664
.\Windows\SysWOW64,RmClient.exe,15872
.\Windows\SysWOW64,rnr20.dll,2560
.\Windows\SysWOW64,Robocopy.exe,106496
.\Windows\SysWOW64,rometadata.dll,175280
.\Windows\SysWOW64,ROUTE.EXE,19456
.\Windows\SysWOW64,rpchttp.dll,161792
.\Windows\SysWOW64,RpcNs4.dll,8704
.\Windows\SysWOW64,rpcnsh.dll,28160
.\Windows\SysWOW64,RpcPing.exe,27136
.\Windows\SysWOW64,rpcrt4.dll,790760
.\Windows\SysWOW64,RpcRtRemote.dll,52192
.\Windows\SysWOW64,rrinstaller.exe,40448
.\Windows\SysWOW64,rsaenh.dll,184416
.\Windows\SysWOW64,rshx32.dll,115200
.\Windows\SysWOW64,rsop.msc,43566
.\Windows\SysWOW64,rsopprov.exe,83968
.\Windows\SysWOW64,RstrtMgr.dll,170496
.\Windows\SysWOW64,rtffilt.dll,37376
.\Windows\SysWOW64,rtm.dll,164352
.\Windows\SysWOW64,rtmcodecs.dll,1197712
.\Windows\SysWOW64,RTMediaFrame.dll,355328
.\Windows\SysWOW64,rtmmvrortc.dll,67216
.\Windows\SysWOW64,rtmpal.dll,1025680
.\Windows\SysWOW64,rtmpltfm.dll,4827280
.\Windows\SysWOW64,rtrfiltr.dll,69632
.\Windows\SysWOW64,rtutils.dll,51712
.\Windows\SysWOW64,RTWorkQ.dll,152416
.\Windows\SysWOW64,runas.exe,17920
.\Windows\SysWOW64,rundll32.exe,61952
.\Windows\SysWOW64,RunLegacyCPLElevated.exe,68096
.\Windows\SysWOW64,runonce.exe,48640
.\Windows\SysWOW64,rwinsta.exe,19456
.\Windows\SysWOW64,samcli.dll,68608
.\Windows\SysWOW64,samlib.dll,86016
.\Windows\SysWOW64,sas.dll,10240
.\Windows\SysWOW64,sbe.dll,787968
.\Windows\SysWOW64,sbeio.dll,159744
.\Windows\SysWOW64,sberes.dll,66048
.\Windows\SysWOW64,sc.exe,60416
.\Windows\SysWOW64,scansetting.dll,252416
.\Windows\SysWOW64,SCardDlg.dll,69120
.\Windows\SysWOW64,scecli.dll,211968
.\Windows\SysWOW64,scesrv.dll,378880
.\Windows\SysWOW64,schannel.dll,389632
.\Windows\SysWOW64,schedcli.dll,18432
.\Windows\SysWOW64,schtasks.exe,185344
.\Windows\SysWOW64,scksp.dll,223232
.\Windows\SysWOW64,scrdenrl.dll,36352
.\Windows\SysWOW64,SCregEdit.wsf,42148
.\Windows\SysWOW64,scripto.dll,62464
.\Windows\SysWOW64,scrnsave.scr,30208
.\Windows\SysWOW64,scrobj.dll,205312
.\Windows\SysWOW64,scrptadm.dll,477184
.\Windows\SysWOW64,scrrun.dll,165376
.\Windows\SysWOW64,sdbinst.exe,22016
.\Windows\SysWOW64,SDClient.dll,212480
.\Windows\SysWOW64,sdiageng.dll,186368
.\Windows\SysWOW64,sdiagnhost.exe,22528
.\Windows\SysWOW64,sdiagprv.dll,158720
.\Windows\SysWOW64,sdohlp.dll,415744
.\Windows\SysWOW64,Search.ProtocolHandler.MAPI2.dll,291840
.\Windows\SysWOW64,SearchFilterHost.exe,182784
.\Windows\SysWOW64,SearchFolder.dll,318464
.\Windows\SysWOW64,SearchIndexer.exe,773120
.\Windows\SysWOW64,SearchProtocolHost.exe,297472
.\Windows\SysWOW64,SecEdit.exe,37888
.\Windows\SysWOW64,sechost.dll,255168
.\Windows\SysWOW64,secinit.exe,14848
.\Windows\SysWOW64,secproc.dll,351744
.\Windows\SysWOW64,secproc_isv.dll,349696
.\Windows\SysWOW64,secproc_ssp.dll,91136
.\Windows\SysWOW64,secproc_ssp_isv.dll,91136
.\Windows\SysWOW64,secur32.dll,23552
.\Windows\SysWOW64,security.dll,4608
.\Windows\SysWOW64,SecurityAndMaintenance.png,5796
.\Windows\SysWOW64,SecurityAndMaintenance_Alert.png,2626
.\Windows\SysWOW64,SecurityAndMaintenance_Error.png,6886
.\Windows\SysWOW64,sendmail.dll,122880
.\Windows\SysWOW64,SensApi.dll,11776
.\Windows\SysWOW64,SensorsApi.dll,333312
.\Windows\SysWOW64,SensorsCpl.dll,1311744
.\Windows\SysWOW64,SensorsNativeApi.dll,54240
.\Windows\SysWOW64,SensorsNativeApi.V2.dll,85504
.\Windows\SysWOW64,SensorsUtilsV2.dll,44912
.\Windows\SysWOW64,serialui.dll,15872
.\Windows\SysWOW64,services.msc,92746
.\Windows\SysWOW64,serwvdrv.dll,19968
.\Windows\SysWOW64,SessEnv.dll,331776
.\Windows\SysWOW64,sethc.exe,261632
.\Windows\SysWOW64,setspn.exe,24576
.\Windows\SysWOW64,SettingMonitor.dll,158720
.\Windows\SysWOW64,SettingSync.dll,444416
.\Windows\SysWOW64,SettingSyncCore.dll,860672
.\Windows\SysWOW64,SettingSyncHost.exe,509792
.\Windows\SysWOW64,SettingSyncPolicy.dll,68096
.\Windows\SysWOW64,setup16.exe,26112
.\Windows\SysWOW64,setupapi.dll,4268368
.\Windows\SysWOW64,setupcln.dll,95744
.\Windows\SysWOW64,setupugc.exe,114176
.\Windows\SysWOW64,setx.exe,47616
.\Windows\SysWOW64,sfc.dll,2560
.\Windows\SysWOW64,sfc.exe,35840
.\Windows\SysWOW64,sfc_os.dll,43520
.\Windows\SysWOW64,shacct.dll,108032
.\Windows\SysWOW64,shacctprofile.dll,53248
.\Windows\SysWOW64,ShareHost.dll,566784
.\Windows\SysWOW64,SHCore.dll,549088
.\Windows\SysWOW64,shdocvw.dll,225280
.\Windows\SysWOW64,shell32.dll,20969928
.\Windows\SysWOW64,ShellCommonCommonProxyStub.dll,45056
.\Windows\SysWOW64,shellstyle.dll,1155584
.\Windows\SysWOW64,shfolder.dll,9216
.\Windows\SysWOW64,shgina.dll,24064
.\Windows\SysWOW64,ShiftJIS.uce,16740
.\Windows\SysWOW64,shimeng.dll,5632
.\Windows\SysWOW64,shimgvw.dll,26112
.\Windows\SysWOW64,shlwapi.dll,284056
.\Windows\SysWOW64,shpafact.dll,17408
.\Windows\SysWOW64,shrpubw.exe,394752
.\Windows\SysWOW64,shsetup.dll,108544
.\Windows\SysWOW64,shsvcs.dll,566784
.\Windows\SysWOW64,shunimpl.dll,21504
.\Windows\SysWOW64,shutdown.exe,22016
.\Windows\SysWOW64,shutdownext.dll,25600
.\Windows\SysWOW64,shwebsvc.dll,437248
.\Windows\SysWOW64,signdrv.dll,44032
.\Windows\SysWOW64,SimAuth.dll,129024
.\Windows\SysWOW64,SimCfg.dll,83456
.\Windows\SysWOW64,simpdata.tlb,8192
.\Windows\SysWOW64,slc.dll,118272
.\Windows\SysWOW64,slcext.dll,19968
.\Windows\SysWOW64,slmgr.vbs,142904
.\Windows\SysWOW64,slwga.dll,73216
.\Windows\SysWOW64,SmartcardCredentialProvider.dll,637952
.\Windows\SysWOW64,smartscreenps.dll,31744
.\Windows\SysWOW64,SmartScreenSettings.exe,72704
.\Windows\SysWOW64,SMBHelperClass.dll,86016
.\Windows\SysWOW64,smphost.dll,20992
.\Windows\SysWOW64,SndVol.exe,215896
.\Windows\SysWOW64,SndVolSSO.dll,410112
.\Windows\SysWOW64,snmpapi.dll,25600
.\Windows\SysWOW64,socialapis.dll,264704
.\Windows\SysWOW64,softkbd.dll,137728
.\Windows\SysWOW64,softpub.dll,10752
.\Windows\SysWOW64,sort.exe,21504
.\Windows\SysWOW64,SortServer2003Compat.dll,40448
.\Windows\SysWOW64,SortWindows61.dll,42496
.\Windows\SysWOW64,SortWindows6Compat.dll,56832
.\Windows\SysWOW64,spbcd.dll,69120
.\Windows\SysWOW64,spfileq.dll,87040
.\Windows\SysWOW64,spinf.dll,80896
.\Windows\SysWOW64,spnet.dll,9216
.\Windows\SysWOW64,spopk.dll,43008
.\Windows\SysWOW64,sppc.dll,105984
.\Windows\SysWOW64,sppcext.dll,466432
.\Windows\SysWOW64,sppinst.dll,28672
.\Windows\SysWOW64,sppwmi.dll,116736
.\Windows\SysWOW64,spwinsat.dll,12800
.\Windows\SysWOW64,spwizeng.dll,415072
.\Windows\SysWOW64,spwizimg.dll,5865312
.\Windows\SysWOW64,spwizimg_svr.dll,5928448
.\Windows\SysWOW64,spwizres.dll,16736
.\Windows\SysWOW64,spwmp.dll,9216
.\Windows\SysWOW64,sqlcecompact40.dll,120320
.\Windows\SysWOW64,sqlceoledb40.dll,175616
.\Windows\SysWOW64,sqlceqp40.dll,741376
.\Windows\SysWOW64,sqlcese40.dll,431616
.\Windows\SysWOW64,sqlsrv32.dll,665088
.\Windows\SysWOW64,sqlsrv32.rll,94208
.\Windows\SysWOW64,sqlunirl.dll,188768
.\Windows\SysWOW64,sqlwid.dll,17760
.\Windows\SysWOW64,sqlwoa.dll,43872
.\Windows\SysWOW64,sqmapi.dll,34128
.\Windows\SysWOW64,srchadmin.dll,330240
.\Windows\SysWOW64,srpapi.dll,119296
.\Windows\SysWOW64,SrpUxNativeSnapIn.dll,305152
.\Windows\SysWOW64,srvcli.dll,75920
.\Windows\SysWOW64,sscore.dll,36864
.\Windows\SysWOW64,ssdpapi.dll,49664
.\Windows\SysWOW64,sspicli.dll,117240
.\Windows\SysWOW64,SSShim.dll,115552
.\Windows\SysWOW64,ssText3d.scr,207872
.\Windows\SysWOW64,Startupscan.dll,16384
.\Windows\SysWOW64,StateRepository.Core.dll,528896
.\Windows\SysWOW64,stclient.dll,53760
.\Windows\SysWOW64,stdole2.tlb,18432
.\Windows\SysWOW64,stdole32.tlb,7168
.\Windows\SysWOW64,sti.dll,234496
.\Windows\SysWOW64,stobject.dll,358912
.\Windows\SysWOW64,storage.dll,8960
.\Windows\SysWOW64,StorageContextHandler.dll,71168
.\Windows\SysWOW64,storagewmi.dll,2153984
.\Windows\SysWOW64,storagewmi_passthru.dll,20480
.\Windows\SysWOW64,StoreAgent.dll,557568
.\Windows\SysWOW64,Storprop.dll,58368
.\Windows\SysWOW64,StructuredQuery.dll,529920
.\Windows\SysWOW64,SubRange.uce,93702
.\Windows\SysWOW64,subst.exe,14848
.\Windows\SysWOW64,sud.dll,632832
.\Windows\SysWOW64,svchost.exe,38792
.\Windows\SysWOW64,sxs.dll,524776
.\Windows\SysWOW64,sxshared.dll,19968
.\Windows\SysWOW64,sxsstore.dll,24576
.\Windows\SysWOW64,sxstrace.exe,29696
.\Windows\SysWOW64,SyncCenter.dll,3309056
.\Windows\SysWOW64,SyncController.dll,513024
.\Windows\SysWOW64,synceng.dll,83456
.\Windows\SysWOW64,SyncHost.exe,40960
.\Windows\SysWOW64,SyncHostps.dll,11264
.\Windows\SysWOW64,SyncInfrastructure.dll,350208
.\Windows\SysWOW64,SyncInfrastructureps.dll,17920
.\Windows\SysWOW64,SyncProxy.dll,49664
.\Windows\SysWOW64,Syncreg.dll,63488
.\Windows\SysWOW64,SyncRes.dll,2560
.\Windows\SysWOW64,SyncSettings.dll,237056
.\Windows\SysWOW64,syncui.dll,161792
.\Windows\SysWOW64,syncutil.dll,384000
.\Windows\SysWOW64,sysdm.cpl,304128
.\Windows\SysWOW64,syskey.exe,28160
.\Windows\SysWOW64,sysmon.ocx,416768
.\Windows\SysWOW64,sysprint.sep,3317
.\Windows\SysWOW64,sysprtj.sep,3666
.\Windows\SysWOW64,syssetup.dll,15360
.\Windows\SysWOW64,systemcpl.dll,288256
.\Windows\SysWOW64,SystemEventsBrokerClient.dll,19456
.\Windows\SysWOW64,systeminfo.exe,78336
.\Windows\SysWOW64,SystemPropertiesAdvanced.exe,82944
.\Windows\SysWOW64,SystemPropertiesComputerName.exe,82944
.\Windows\SysWOW64,SystemPropertiesDataExecutionPrevention.exe,82944
.\Windows\SysWOW64,SystemPropertiesHardware.exe,82944
.\Windows\SysWOW64,SystemPropertiesPerformance.exe,82944
.\Windows\SysWOW64,SystemPropertiesProtection.exe,82944
.\Windows\SysWOW64,SystemPropertiesRemote.exe,82944
.\Windows\SysWOW64,systray.exe,9728
.\Windows\SysWOW64,t2embed.dll,134656
.\Windows\SysWOW64,takeown.exe,52736
.\Windows\SysWOW64,tapi3.dll,873472
.\Windows\SysWOW64,tapi32.dll,196608
.\Windows\SysWOW64,tapimgmt.msc,41761
.\Windows\SysWOW64,TapiMigPlugin.dll,46080
.\Windows\SysWOW64,tapiperf.dll,9728
.\Windows\SysWOW64,tapisnap.dll,308736
.\Windows\SysWOW64,tapisrv.dll,254976
.\Windows\SysWOW64,TapiSysprep.dll,10240
.\Windows\SysWOW64,tapiui.dll,109056
.\Windows\SysWOW64,TapiUnattend.exe,12800
.\Windows\SysWOW64,taskcomp.dll,349696
.\Windows\SysWOW64,taskkill.exe,75776
.\Windows\SysWOW64,tasklist.exe,81408
.\Windows\SysWOW64,Taskmgr.exe,1120256
.\Windows\SysWOW64,taskschd.dll,566600
.\Windows\SysWOW64,taskschd.msc,145059
.\Windows\SysWOW64,TaskSchdPS.dll,36352
.\Windows\SysWOW64,tbauth.dll,30208
.\Windows\SysWOW64,tbs.dll,37192
.\Windows\SysWOW64,tcmsetup.exe,14848
.\Windows\SysWOW64,tcpbidi.xml,1673
.\Windows\SysWOW64,tcpipcfg.dll,181760
.\Windows\SysWOW64,tcpmib.dll,31744
.\Windows\SysWOW64,tcpmon.dll,185344
.\Windows\SysWOW64,tcpmon.ini,60124
.\Windows\SysWOW64,tcpmonui.dll,59904
.\Windows\SysWOW64,TCPSVCS.EXE,10752
.\Windows\SysWOW64,tdc.ocx,73728
.\Windows\SysWOW64,tdh.dll,554496
.\Windows\SysWOW64,tdlrecover.exe,102912
.\Windows\SysWOW64,telephon.cpl,107520
.\Windows\SysWOW64,TempSignedLicenseExchangeTask.dll,67584
.\Windows\SysWOW64,termmgr.dll,378368
.\Windows\SysWOW64,tetheringclient.dll,49664
.\Windows\SysWOW64,TextInputFramework.dll,353280
.\Windows\SysWOW64,themecpl.dll,2458112
.\Windows\SysWOW64,themeui.dll,2813440
.\Windows\SysWOW64,threadpoolwinrt.dll,57856
.\Windows\SysWOW64,thumbcache.dll,256512
.\Windows\SysWOW64,ThumbnailExtractionHost.exe,29696
.\Windows\SysWOW64,timedate.cpl,499200
.\Windows\SysWOW64,TimeDateMUICallback.dll,9728
.\Windows\SysWOW64,timeout.exe,26624
.\Windows\SysWOW64,TlsBrand.dll,110080
.\Windows\SysWOW64,tlscsp.dll,38912
.\Windows\SysWOW64,tokenbinding.dll,32768
.\Windows\SysWOW64,TokenBroker.dll,691200
.\Windows\SysWOW64,TokenBrokerCookies.exe,22016
.\Windows\SysWOW64,TokenBrokerUI.dll,40960
.\Windows\SysWOW64,tpm.msc,144862
.\Windows\SysWOW64,TpmCertResources.dll,3584
.\Windows\SysWOW64,tpmcompc.dll,41984
.\Windows\SysWOW64,TpmCoreProvisioning.dll,448512
.\Windows\SysWOW64,TpmInit.exe,88064
.\Windows\SysWOW64,tquery.dll,2642944
.\Windows\SysWOW64,tracerpt.exe,379904
.\Windows\SysWOW64,TRACERT.EXE,15360
.\Windows\SysWOW64,traffic.dll,35328
.\Windows\SysWOW64,tree.com,17920
.\Windows\SysWOW64,tsbyuv.dll,13824
.\Windows\SysWOW64,tscfgwmi.dll,188928
.\Windows\SysWOW64,tscon.exe,20992
.\Windows\SysWOW64,tsdiscon.exe,20992
.\Windows\SysWOW64,tsec.dll,11264
.\Windows\SysWOW64,tsecimp.exe,29184
.\Windows\SysWOW64,tsgqec.dll,51712
.\Windows\SysWOW64,tskill.exe,20992
.\Windows\SysWOW64,tsmf.dll,361104
.\Windows\SysWOW64,TSpkg.dll,95232
.\Windows\SysWOW64,tsprop.dll,38400
.\Windows\SysWOW64,tsPubIconHelper.dll,79360
.\Windows\SysWOW64,tspubwmi.dll,192512
.\Windows\SysWOW64,tssdjet.dll,97792
.\Windows\SysWOW64,TSTheme.exe,47104
.\Windows\SysWOW64,tsuserex.dll,136192
.\Windows\SysWOW64,TSWorkspace.dll,783360
.\Windows\SysWOW64,TtlsAuth.dll,183808
.\Windows\SysWOW64,TtlsCfg.dll,167936
.\Windows\SysWOW64,tvratings.dll,31232
.\Windows\SysWOW64,twext.dll,142336
.\Windows\SysWOW64,twinapi.appcore.dll,975744
.\Windows\SysWOW64,twinapi.dll,422400
.\Windows\SysWOW64,twinui.appcore.dll,827904
.\Windows\SysWOW64,twinui.dll,7626752
.\Windows\SysWOW64,txflog.dll,100864
.\Windows\SysWOW64,txfw32.dll,12288
.\Windows\SysWOW64,typelib.dll,8960
.\Windows\SysWOW64,typeperf.exe,41984
.\Windows\SysWOW64,tzres.dll,2560
.\Windows\SysWOW64,tzutil.exe,48640
.\Windows\SysWOW64,ualapi.dll,81920
.\Windows\SysWOW64,ucmhc.dll,48640
.\Windows\SysWOW64,ucrtbase.dll,918304
.\Windows\SysWOW64,udhisapi.dll,59904
.\Windows\SysWOW64,UevCustomActionTypes.tlb,3420
.\Windows\SysWOW64,uexfat.dll,101888
.\Windows\SysWOW64,ufat.dll,136704
.\Windows\SysWOW64,UIAnimation.dll,236544
.\Windows\SysWOW64,UIAutomationCore.dll,1357824
.\Windows\SysWOW64,uicom.dll,37376
.\Windows\SysWOW64,uireng.dll,171520
.\Windows\SysWOW64,UIRibbon.dll,3478528
.\Windows\SysWOW64,UIRibbonRes.dll,584192
.\Windows\SysWOW64,ulib.dll,149344
.\Windows\SysWOW64,umcRes.dll,185856
.\Windows\SysWOW64,umdmxfrm.dll,17408
.\Windows\SysWOW64,unenrollhook.dll,60416
.\Windows\SysWOW64,unimdm.tsp,255488
.\Windows\SysWOW64,unimdmat.dll,62976
.\Windows\SysWOW64,uniplat.dll,17920
.\Windows\SysWOW64,Unistore.dll,968704
.\Windows\SysWOW64,unlodctr.exe,36352
.\Windows\SysWOW64,unregmp2.exe,193024
.\Windows\SysWOW64,untfs.dll,528384
.\Windows\SysWOW64,updatepolicy.dll,74752
.\Windows\SysWOW64,upnp.dll,331264
.\Windows\SysWOW64,upnpcont.exe,35840
.\Windows\SysWOW64,upnphost.dll,328192
.\Windows\SysWOW64,uReFS.dll,545792
.\Windows\SysWOW64,uReFSv1.dll,380416
.\Windows\SysWOW64,ureg.dll,25088
.\Windows\SysWOW64,url.dll,233472
.\Windows\SysWOW64,urlmon.dll,1595392
.\Windows\SysWOW64,usbceip.dll,98304
.\Windows\SysWOW64,usbmon.dll,268800
.\Windows\SysWOW64,usbperf.dll,12288
.\Windows\SysWOW64,usbui.dll,89088
.\Windows\SysWOW64,user.exe,4096
.\Windows\SysWOW64,user32.dll,1435896
.\Windows\SysWOW64,UserAccountBroker.exe,31496
.\Windows\SysWOW64,UserAccountControlSettings.dll,75264
.\Windows\SysWOW64,UserAccountControlSettings.exe,83456
.\Windows\SysWOW64,usercpl.dll,1228288
.\Windows\SysWOW64,UserDataAccessRes.dll,8192
.\Windows\SysWOW64,UserDataAccountApis.dll,299520
.\Windows\SysWOW64,UserDataLanguageUtil.dll,37888
.\Windows\SysWOW64,UserDataPlatformHelperUtil.dll,55808
.\Windows\SysWOW64,UserDataTimeUtil.dll,94720
.\Windows\SysWOW64,UserDataTypeHelperUtil.dll,38400
.\Windows\SysWOW64,UserDeviceRegistration.dll,156672
.\Windows\SysWOW64,UserDeviceRegistration.Ngc.dll,88576
.\Windows\SysWOW64,userenv.dll,94568
.\Windows\SysWOW64,userinit.exe,27648
.\Windows\SysWOW64,userinitext.dll,16896
.\Windows\SysWOW64,UserLanguageProfileCallback.dll,60928
.\Windows\SysWOW64,UserLanguagesCpl.dll,560640
.\Windows\SysWOW64,usermgrcli.dll,50176
.\Windows\SysWOW64,UserMgrProxy.dll,184320
.\Windows\SysWOW64,usoapi.dll,51712
.\Windows\SysWOW64,usp10.dll,78336
.\Windows\SysWOW64,ustprov.dll,41472
.\Windows\SysWOW64,utildll.dll,39248
.\Windows\SysWOW64,Utilman.exe,74752
.\Windows\SysWOW64,uudf.dll,141824
.\Windows\SysWOW64,UXInit.dll,67584
